"date_id","이전블록이름","블록이름","호출수"
"2021-06-09","","도움말","50"
"2021-06-09","","학식","15"
"2021-06-09","웰컴 블록","학식","7"
"2021-06-09","","웰컴 블록","7"
"2021-06-09","","폴백 블록","6"
"2021-06-09","폴백 블록","폴백 블록","6"
"2021-06-09","학식","도움말","6"
"2021-06-09","폴백 블록","학식","5"
"2021-06-09","학식","학식","4"
"2021-06-09","학식","폴백 블록","3"
"2021-06-09","","셔틀","2"
"2021-06-09","","셔틀","2"
"2021-06-10","","학식","167"
"2021-06-10","도움말","학식","65"
"2021-06-10","","도움말","53"
"2021-06-10","","학식","14"
"2021-06-10","학식","도움말","13"
"2021-06-10","폴백 블록","학식","13"
"2021-06-10","","폴백 블록","13"
"2021-06-10","","도움말","8"
"2021-06-10","학식","학식","4"
"2021-06-10","","웰컴 블록","4"
"2021-06-10","웰컴 블록","학식","4"
"2021-06-10","","셔틀","3"
"2021-06-10","도움말","셔틀","3"
"2021-06-10","","학식","2"
"2021-06-11","","학식","137"
"2021-06-11","도움말","학식","60"
"2021-06-11","","도움말","44"
"2021-06-11","학식","도움말","15"
"2021-06-11","","학식","12"
"2021-06-11","웰컴 블록","학식","9"
"2021-06-11","","웰컴 블록","9"
"2021-06-11","","도움말","8"
"2021-06-11","학식","학식","6"
"2021-06-11","","폴백 블록","5"
"2021-06-11","폴백 블록","학식","5"
"2021-06-11","도움말","셔틀","4"
"2021-06-11","","셔틀","4"
"2021-06-11","후원","코로나 확진자 수","2"
"2021-06-11","도움말","날씨","2"
"2021-06-11","학식","폴백 블록","2"
"2021-06-11","","날씨","2"
"2021-06-12","","학식","23"
"2021-06-12","도움말","학식","18"
"2021-06-12","","도움말","10"
"2021-06-12","학식","도움말","8"
"2021-06-12","폴백 블록","학식","4"
"2021-06-12","학식","학식","4"
"2021-06-12","","도움말","3"
"2021-06-12","","폴백 블록","3"
"2021-06-12","","학식","3"
"2021-06-12","","웰컴 블록","2"
"2021-06-12","학식","추천","2"
"2021-06-13","","학식","9"
"2021-06-13","도움말","학식","8"
"2021-06-13","","도움말","6"
"2021-06-13","학식","도움말","2"
"2021-06-14","","학식","151"
"2021-06-14","도움말","학식","67"
"2021-06-14","","도움말","51"
"2021-06-14","","학식","20"
"2021-06-14","","도움말","12"
"2021-06-14","학식","도움말","9"
"2021-06-14","","폴백 블록","7"
"2021-06-14","학식","학식","7"
"2021-06-14","폴백 블록","학식","6"
"2021-06-14","","셔틀","4"
"2021-06-14","","웰컴 블록","3"
"2021-06-14","웰컴 블록","학식","3"
"2021-06-14","도움말","셔틀","2"
"2021-06-15","","학식","128"
"2021-06-15","도움말","학식","45"
"2021-06-15","","도움말","35"
"2021-06-15","","도움말","7"
"2021-06-15","","셔틀","6"
"2021-06-15","","학식","6"
"2021-06-15","학식","도움말","5"
"2021-06-15","","폴백 블록","5"
"2021-06-15","폴백 블록","학식","4"
"2021-06-15","학식","학식","4"
"2021-06-15","","웰컴 블록","3"
"2021-06-15","폴백 블록","도움말","2"
"2021-06-15","학식","추천","2"
"2021-06-15","웰컴 블록","학식","2"
"2021-06-16","","학식","116"
"2021-06-16","도움말","학식","55"
"2021-06-16","","도움말","39"
"2021-06-16","","도움말","14"
"2021-06-16","학식","도움말","12"
"2021-06-16","","학식","8"
"2021-06-16","학식","학식","7"
"2021-06-16","","셔틀","7"
"2021-06-16","폴백 블록","학식","7"
"2021-06-16","","폴백 블록","6"
"2021-06-16","","학식","3"
"2021-06-16","날씨","학식","3"
"2021-06-16","도움말","추천","3"
"2021-06-16","도움말","날씨","2"
"2021-06-16","","웰컴 블록","2"
"2021-06-16","학식","폴백 블록","2"
"2021-06-16","웰컴 블록","학식","2"
"2021-06-17","","학식","119"
"2021-06-17","도움말","학식","39"
"2021-06-17","","도움말","31"
"2021-06-17","","학식","12"
"2021-06-17","학식","도움말","9"
"2021-06-17","","도움말","4"
"2021-06-17","폴백 블록","학식","4"
"2021-06-17","","폴백 블록","3"
"2021-06-17","도움말","날씨","3"
"2021-06-17","","셔틀","3"
"2021-06-17","학식","학식","2"
"2021-06-17","피드백 관리","피드백 관리","2"
"2021-06-17","학식","셔틀","2"
"2021-06-18","","학식","80"
"2021-06-18","도움말","학식","25"
"2021-06-18","","도움말","22"
"2021-06-18","","셔틀","4"
"2021-06-18","학식","학식","3"
"2021-06-18","폴백 블록","학식","3"
"2021-06-18","","학식","2"
"2021-06-18","","폴백 블록","2"
"2021-06-18","학식","도움말","2"
"2021-06-18","폴백 블록","폴백 블록","2"
"2021-06-18","학식","폴백 블록","2"
"2021-06-19","","학식","16"
"2021-06-19","","도움말","6"
"2021-06-19","도움말","학식","5"
"2021-06-19","","학식","3"
"2021-06-19","학식","학식","2"
"2021-06-19","","셔틀","2"
"2021-06-21","","학식","71"
"2021-06-21","도움말","학식","24"
"2021-06-21","","도움말","18"
"2021-06-21","","학식","7"
"2021-06-21","학식","학식","6"
"2021-06-21","","도움말","5"
"2021-06-21","","셔틀","4"
"2021-06-21","폴백 블록","학식","3"
"2021-06-21","","폴백 블록","2"
"2021-06-21","학식","도움말","2"
"2021-06-21","","웰컴 블록","2"
"2021-06-22","","학식","72"
"2021-06-22","도움말","학식","21"
"2021-06-22","","도움말","18"
"2021-06-22","","학식","8"
"2021-06-22","","웰컴 블록","7"
"2021-06-22","학식","도움말","5"
"2021-06-22","학식","학식","5"
"2021-06-22","웰컴 블록","학식","5"
"2021-06-22","","도움말","3"
"2021-06-22","","셔틀","2"
"2021-06-22","학식","폴백 블록","2"
"2021-06-23","","학식","60"
"2021-06-23","도움말","학식","20"
"2021-06-23","","도움말","18"
"2021-06-23","","학식","5"
"2021-06-23","","셔틀","4"
"2021-06-24","","학식","70"
"2021-06-24","도움말","학식","22"
"2021-06-24","","도움말","17"
"2021-06-24","","학식","7"
"2021-06-24","학식","도움말","6"
"2021-06-24","","셔틀","6"
"2021-06-24","학식","학식","6"
"2021-06-24","폴백 블록","학식","3"
"2021-06-24","","폴백 블록","2"
"2021-06-24","","웰컴 블록","2"
"2021-06-25","","학식","58"
"2021-06-25","도움말","학식","26"
"2021-06-25","","도움말","19"
"2021-06-25","","도움말","7"
"2021-06-25","","학식","6"
"2021-06-25","학식","폴백 블록","5"
"2021-06-25","학식","도움말","5"
"2021-06-25","학식","학식","4"
"2021-06-25","폴백 블록","학식","4"
"2021-06-25","","셔틀","3"
"2021-06-25","도움말","추천","2"
"2021-06-26","","학식","7"
"2021-06-27","","도움말","2"
"2021-06-28","","학식","65"
"2021-06-28","도움말","학식","20"
"2021-06-28","","도움말","15"
"2021-06-28","","학식","7"
"2021-06-28","","도움말","5"
"2021-06-28","테스트 블럭","테스트 블럭","3"
"2021-06-28","막차","막차","2"
"2021-06-28","학식","도움말","2"
"2021-06-28","지하철 도착 정보","날씨","2"
"2021-06-29","","학식","64"
"2021-06-29","테스트 블럭","테스트 블럭","28"
"2021-06-29","도움말","학식","25"
"2021-06-29","","도움말","18"
"2021-06-29","","학식","9"
"2021-06-29","학식","학식","7"
"2021-06-29","폴백 블록","학식","4"
"2021-06-29","학식","도움말","4"
"2021-06-29","","폴백 블록","3"
"2021-06-29","테스트 블럭","폴백 블록","3"
"2021-06-29","","도움말","3"
"2021-06-29","","웰컴 블록","2"
"2021-06-29","","셔틀","2"
"2021-06-29","식당 확인","식당 확인","2"
"2021-06-29","폴백 블록","테스트 블럭","2"
"2021-06-29","웰컴 블록","학식","2"
"2021-06-29","","폴백 블록","2"
"2021-06-30","","학식","81"
"2021-06-30","도움말","학식","24"
"2021-06-30","","도움말","17"
"2021-06-30","","학식","9"
"2021-06-30","폴백 블록","학식","5"
"2021-06-30","학식","도움말","5"
"2021-06-30","","도움말","5"
"2021-06-30","학식","학식","3"
"2021-06-30","","폴백 블록","3"
"2021-06-30","식당 확인","식당 확인","3"
"2021-06-30","식단 등록-석식","식단 등록-석식","2"
"2021-06-30","식단 등록-중식","식단 등록-중식","2"
"2021-06-30","학식","식당 확인","2"
"2021-06-30","식단 등록-중식","식단 등록-석식","2"
"2021-06-30","식당 확인","식단 등록-중식","2"
"2021-06-30","도움말","폴백 블록","2"
"2021-06-30","","셔틀","2"
"2021-06-30","","셔틀","2"
"2021-06-30","학식","셔틀","2"
